application_id,customer_id,application_date,age,income,employment,home_ownership,region,credit_history_years,loan_amount,term_months,late_payments,debt_to_income,sent_to_collections,default
A02831,CU02075,2021-09-21,39,53400.0,Self-employed,Rent,East,2,11000.0,24,3,0.454,0,0
A00325,CU00237,2021-09-21,21,76600.0,Salaried,Rent,North,16,29700.0,24,2,0.577,0,0
A00899,CU00655,2021-09-21,61,51100.0,Salaried,Mortgage,East,13,34400.0,24,1,0.919,0,0
A01889,CU01380,2021-09-22,31,36100.0,Salaried,Rent,North,14,20900.0,24,1,0.757,0,0
A00675,CU00488,2021-09-22,26,63800.0,Salaried,Mortgage,East,4,21200.0,24,1,0.585,1,1
A02455,CU01793,2021-09-22,42,45900.0,Salaried,Rent,West,13,26800.0,60,0,0.923,0,0
A00841,CU00604,2021-09-23,47,55900.0,Public sector,Own,East,16,49900.0,60,0,1.074,0,0
A02790,CU02046,2021-09-23,26,42900.0,Unemployed,Rent,North,2,10800.0,36,2,0.392,0,0
A00376,CU00277,2021-09-23,30,36900.0,Public sector,Mortgage,South,0,16800.0,24,0,0.633,1,1
A00549,CU00397,2021-09-24,55,43400.0,Self-employed,Rent,North,0,26600.0,36,1,0.806,0,0
A01082,CU00803,2021-09-24,32,22400.0,Salaried,Own,East,4,9800.0,24,0,0.736,0,0
A00479,CU00351,2021-09-24,50,69400.0,Public sector,Own,West,9,11200.0,36,1,0.52,0,0
A02737,CU02006,2021-09-25,51,40700.0,Public sector,Rent,East,0,33100.0,60,0,1.065,0,0
A01417,CU01032,2021-09-26,49,25300.0,Salaried,Mortgage,East,1,19200.0,12,0,1.058,0,1
A00220,CU00161,2021-09-27,28,43000.0,Public sector,Mortgage,South,4,37900.0,36,1,1.043,0,0
A02516,CU01833,2021-09-27,29,34300.0,Self-employed,Rent,North,12,27800.0,36,1,1.058,0,0
A02221,CU01623,2021-09-27,26,25100.0,Public sector,Own,West,0,10600.0,12,0,0.646,0,0
A00441,CU00326,2021-09-27,49,41000.0,Salaried,Rent,West,3,26400.0,36,0,0.853,0,0
A01253,CU00911,2021-09-28,30,41700.0,Salaried,Mortgage,West,2,25700.0,12,2,0.846,1,1
A01550,CU01130,2021-09-28,35,31600.0,Salaried,Own,East,8,6400.0,12,0,0.444,0,0
A01126,CU00832,2021-09-29,64,32600.0,Salaried,Own,East,12,10800.0,60,1,0.649,0,0
A00688,CU00500,2021-09-30,66,37700.0,Public sector,Own,South,9,25200.0,12,0,0.885,0,0
A02874,CU02107,2021-09-30,41,54300.0,Self-employed,Mortgage,West,6,24600.0,12,1,0.521,0,0
A00408,CU00301,2021-09-30,44,27900.0,Public sector,Rent,North,12,5000.0,24,0,0.338,0,0
A02002,CU01467,2021-10-02,46,40600.0,Self-employed,Mortgage,South,6,7300.0,24,1,0.379,0,0
A02319,CU01697,2021-10-02,46,30800.0,Self-employed,Rent,East,0,21800.0,24,0,0.897,0,0
A02385,CU01740,2021-10-03,53,34100.0,Salaried,Rent,South,10,3500.0,24,0,0.433,0,0
A01001,CU00739,2021-10-03,37,88400.0,Public sector,Rent,North,10,25300.0,60,0,0.413,0,0
A02332,CU01706,2021-10-04,62,83300.0,Self-employed,Own,West,8,43000.0,60,0,0.65,0,0
A02125,CU01555,2021-10-05,21,33900.0,Salaried,Own,East,13,3800.0,60,3,0.134,0,0
A00543,CU00394,2021-10-05,52,58600.0,Self-employed,Own,North,10,40500.0,36,0,0.821,0,0
A01127,CU00833,2021-10-05,42,56800.0,Salaried,Rent,South,0,47100.0,60,0,1.011,0,0
A02520,CU01837,2021-10-06,49,17900.0,Public sector,Rent,West,11,2700.0,60,0,0.42,0,0
A01539,CU01123,2021-10-06,40,19300.0,Unemployed,Mortgage,West,1,16300.0,36,0,0.933,0,0
A02986,CU02187,2021-10-06,42,19100.0,Public sector,Rent,North,17,16400.0,24,0,0.968,0,0
A01708,CU01248,2021-10-06,36,34900.0,Salaried,Mortgage,South,8,19300.0,60,0,0.858,0,0
A01347,CU00979,2021-10-06,33,40100.0,Salaried,Own,South,12,35800.0,36,1,1.218,0,0
A00411,CU00303,2021-10-06,39,39900.0,Self-employed,Rent,East,7,34200.0,12,0,0.9,0,0
A01063,CU00787,2021-10-08,41,49300.0,Public sector,Mortgage,West,14,16300.0,60,0,0.266,0,0
A01098,CU00815,2021-10-08,48,91300.0,Salaried,Own,North,5,36200.0,60,0,0.713,0,0
A02680,CU01959,2021-10-09,41,11000.0,Public sector,Mortgage,North,17,2300.0,24,2,0.399,0,0
A02755,CU02020,2021-10-09,51,31700.0,Salaried,Own,East,11,11000.0,24,1,0.669,0,0
A01270,CU00924,2021-10-10,56,21400.0,Unemployed,Rent,North,12,15600.0,24,2,0.852,1,1
A02631,CU01923,2021-10-12,34,8700.0,Self-employed,Mortgage,North,7,7000.0,12,0,1.038,0,0
A02707,CU01983,2021-10-14,36,37600.0,Salaried,Mortgage,South,10,26500.0,12,0,0.94,0,0
A02868,CU02102,2021-10-14,27,51000.0,Salaried,Rent,West,14,23100.0,60,1,0.662,1,1
A02604,CU01900,2021-10-14,47,18900.0,Salaried,Own,North,9,7600.0,24,0,0.559,1,1
A02223,CU01623,2021-10-14,26,25100.0,Public sector,Own,West,0,7200.0,24,0,0.45,0,0
A00806,CU00575,2021-10-15,43,29800.0,Public sector,Rent,West,8,16600.0,24,4,0.582,0,0
A01325,CU00965,2021-10-15,33,15400.0,Salaried,Mortgage,South,6,10700.0,24,1,0.853,0,0
A00445,CU00328,2021-10-15,65,88300.0,Salaried,Rent,West,13,70700.0,60,0,1.084,0,0
A00215,CU00156,2021-10-15,43,29500.0,Salaried,Mortgage,South,10,26400.0,60,1,0.991,0,0
A00482,CU00353,2021-10-16,31,22600.0,Salaried,Rent,West,16,14500.0,24,3,0.814,0,0
A02896,CU02119,2021-10-16,25,15200.0,Salaried,Own,East,14,7000.0,12,1,0.734,0,0
A00418,CU00309,2021-10-16,32,26600.0,Salaried,Rent,South,4,17800.0,36,1,0.842,0,0
A01690,CU01234,2021-10-17,42,29800.0,Salaried,Own,East,9,8500.0,12,0,0.498,0,0
A01924,CU01407,2021-10-17,50,26200.0,Salaried,Rent,South,2,19000.0,12,1,0.943,1,1
A02462,CU01796,2021-10-19,50,43300.0,Self-employed,Rent,South,3,30500.0,24,1,0.862,1,1
A01853,CU01355,2021-10-19,41,43400.0,Salaried,Own,North,8,32100.0,36,0,0.932,0,0
A01598,CU01162,2021-10-19,29,18600.0,Self-employed,Mortgage,South,9,9500.0,12,0,0.725,0,0
A02343,CU01715,2021-10-20,50,30000.0,Salaried,Mortgage,North,16,7700.0,36,0,0.498,0,0
A01235,CU00902,2021-10-20,44,27900.0,Salaried,Mortgage,West,5,24400.0,36,0,1.142,1,1
A01077,CU00798,2021-10-20,40,26700.0,Self-employed,Own,North,12,4800.0,36,1,0.284,1,1
A00948,CU00696,2021-10-21,47,48800.0,Salaried,Rent,West,6,6800.0,24,1,0.278,0,0
A01192,CU00875,2021-10-21,23,54000.0,Salaried,Own,West,3,12000.0,60,1,0.372,1,1
A00462,CU00339,2021-10-21,28,52400.0,Salaried,Rent,North,19,43600.0,24,1,1.03,0,0
A01354,CU00986,2021-10-22,36,11500.0,Salaried,Mortgage,North,0,9000.0,36,1,1.1,0,0
A01014,CU00748,2021-10-22,36,27600.0,Salaried,Rent,East,2,12600.0,12,2,0.588,1,1
A00447,CU00330,2021-10-23,44,37500.0,Salaried,Rent,East,9,10300.0,36,0,0.571,0,0
A01084,CU00805,2021-10-23,36,34500.0,Salaried,Own,East,6,24300.0,24,1,0.835,1,1
A01930,CU01411,2021-10-23,55,55000.0,Self-employed,Mortgage,South,6,23100.0,36,0,0.532,0,0
A01850,CU01352,2021-10-24,43,62000.0,Salaried,Mortgage,West,14,34600.0,24,1,0.768,0,0
A01288,CU00940,2021-10-24,28,22800.0,Self-employed,Rent,South,11,2600.0,36,0,0.489,0,0
A00557,CU00404,2021-10-24,22,72300.0,Salaried,Rent,North,12,34000.0,12,0,0.643,0,0
A02048,CU01500,2021-10-24,46,29200.0,Unemployed,Mortgage,South,6,22600.0,24,0,1.133,0,1
A02715,CU01988,2021-10-24,35,21000.0,Public sector,Own,South,11,3300.0,12,3,0.371,0,0
A02148,CU01573,2021-10-25,25,48900.0,Salaried,Mortgage,West,9,9200.0,24,0,0.45,0,0
A01521,CU01108,2021-10-25,42,48700.0,Salaried,Mortgage,North,2,29900.0,12,0,0.838,0,0
A01646,CU01202,2021-10-25,31,72000.0,Salaried,Mortgage,West,6,61000.0,60,0,0.996,0,0
A01880,CU01373,2021-10-26,41,15400.0,Salaried,Mortgage,East,9,13400.0,60,0,1.025,0,0
A02736,CU02005,2021-10-26,28,59900.0,Salaried,Rent,North,9,19500.0,60,0,0.565,0,0
A00037,CU00027,2021-10-26,57,43000.0,Salaried,Mortgage,West,14,13900.0,24,0,0.473,0,0
A01250,CU00910,2021-10-26,32,22700.0,Self-employed,Rent,West,0,13800.0,24,0,0.817,0,0
A01590,CU01156,2021-10-26,31,14400.0,Self-employed,Rent,West,11,6400.0,24,2,0.734,0,0
A01254,CU00912,2021-10-28,48,31900.0,Public sector,Rent,North,10,10000.0,60,1,0.618,1,1
A00587,CU00428,2021-10-28,38,50100.0,Salaried,Own,North,16,7000.0,12,0,0.338,0,0
A00728,CU00524,2021-10-28,34,62500.0,Salaried,Own,North,6,50900.0,24,1,1.057,1,1
A01595,CU01161,2021-10-28,45,14800.0,Self-employed,Rent,South,10,5600.0,24,0,0.732,1,0
A00939,CU00688,2021-10-29,49,17800.0,Salaried,Mortgage,West,7,5100.0,36,0,0.624,0,0
A00699,CU00506,2021-10-30,39,48400.0,Public sector,Rent,North,12,9700.0,60,0,0.351,0,0
A00474,CU00349,2021-10-31,32,24200.0,Public sector,Mortgage,East,12,6000.0,12,0,0.309,0,0
A01474,CU01073,2021-10-31,45,20200.0,Self-employed,Rent,East,11,10800.0,24,0,0.702,0,0
A01188,CU00871,2021-11-01,45,17000.0,Public sector,Rent,West,3,12500.0,12,1,0.913,1,1
A00694,CU00503,2021-11-01,54,15500.0,Salaried,Rent,West,19,7100.0,24,1,0.57,0,0
A00661,CU00478,2021-11-02,35,48700.0,Salaried,Own,West,13,40600.0,60,3,1.114,1,1
A02020,CU01480,2021-11-03,51,33000.0,Public sector,Rent,West,12,6300.0,60,1,0.432,0,0
A02607,CU01903,2021-11-03,43,44800.0,Salaried,Rent,North,9,21800.0,36,1,0.57,0,0
A01291,CU00941,2021-11-03,41,97800.0,Salaried,Rent,South,6,56500.0,12,0,0.869,0,0
A01442,CU01049,2021-11-04,40,22300.0,Salaried,Rent,East,8,3400.0,12,0,0.362,0,0
A02512,CU01830,2021-11-05,42,31500.0,Unemployed,Rent,South,5,10000.0,12,0,0.457,0,0
A00582,CU00423,2021-11-06,33,52700.0,Salaried,Own,East,6,19400.0,36,1,0.525,0,0
A01277,CU00931,2021-11-07,32,27100.0,Salaried,Rent,South,15,19100.0,24,1,0.794,0,0
A00488,CU00359,2021-11-07,47,43700.0,Salaried,Rent,North,7,29200.0,12,2,0.745,0,0
A02349,CU01719,2021-11-07,57,74600.0,Public sector,Mortgage,East,3,66800.0,12,2,1.021,0,0
A00074,CU00057,2021-11-08,29,27600.0,Self-employed,Own,South,0,23900.0,60,1,1.117,0,0
A00759,CU00541,2021-11-08,48,42000.0,Public sector,Mortgage,East,19,20300.0,60,0,0.615,0,0
A01783,CU01304,2021-11-08,40,24800.0,Unemployed,Mortgage,North,10,7500.0,36,0,0.614,0,0
A02708,CU01983,2021-11-09,36,37600.0,Salaried,Mortgage,South,10,30200.0,24,1,0.955,1,1
A02941,CU02155,2021-11-09,51,36100.0,Salaried,Rent,East,9,7800.0,36,1,0.414,0,0
A00988,CU00729,2021-11-10,33,45600.0,Salaried,Mortgage,North,3,36500.0,36,2,1.145,1,1
A01964,CU01438,2021-11-10,49,17900.0,Public sector,Rent,South,7,9500.0,12,1,0.634,1,1
A01173,CU00860,2021-11-10,43,37600.0,Salaried,Rent,South,2,9200.0,60,3,0.298,0,0
A00550,CU00397,2021-11-11,55,43400.0,Self-employed,Rent,North,0,21000.0,24,3,0.744,0,0
A00924,CU00676,2021-11-11,61,36100.0,Salaried,Rent,North,9,17400.0,60,1,0.724,0,0
A02199,CU01605,2021-11-13,31,33500.0,Salaried,Mortgage,North,5,16200.0,60,1,0.518,0,0
A00504,CU00368,2021-11-13,24,54700.0,Unemployed,Own,South,8,14600.0,60,1,0.485,0,0
A00416,CU00307,2021-11-14,51,17000.0,Salaried,Rent,South,9,2000.0,60,1,0.152,0,0
A00719,CU00519,2021-11-14,64,37400.0,Public sector,Rent,North,3,31300.0,36,0,0.998,0,0
A00209,CU00151,2021-11-15,45,28200.0,Self-employed,Mortgage,South,9,11200.0,12,0,0.606,0,0
A02713,CU01987,2021-11-15,33,24800.0,Public sector,Own,East,10,4400.0,12,1,0.469,0,0
A00171,CU00118,2021-11-15,41,37100.0,Self-employed,Own,East,11,10000.0,24,1,0.477,0,0
A02571,CU01870,2021-11-16,37,18900.0,Salaried,Own,South,9,16000.0,24,3,1.145,0,0
A02132,CU01560,2021-11-16,37,43300.0,Salaried,Own,North,18,24700.0,36,0,0.723,0,0
A03001,CU02197,2021-11-17,42,72500.0,Salaried,Mortgage,South,6,44600.0,36,3,0.758,1,1
A02384,CU01739,2021-11-17,65,22700.0,Salaried,Rent,East,10,6600.0,60,1,0.486,0,0
A02340,CU01713,2021-11-18,50,43300.0,Salaried,Rent,North,11,15000.0,36,0,0.554,0,0
A01219,CU00890,2021-11-18,40,42300.0,Salaried,Mortgage,West,11,25900.0,36,1,0.768,0,0
A00568,CU00412,2021-11-19,31,33600.0,Salaried,Rent,South,12,11600.0,60,2,0.52,0,0
A01851,CU01353,2021-11-20,66,55200.0,Public sector,Mortgage,North,0,44600.0,60,1,1.066,1,1
A00373,CU00274,2021-11-20,21,31600.0,Salaried,Rent,West,5,13500.0,60,1,0.595,0,0
A02284,CU01673,2021-11-20,36,23300.0,Salaried,Rent,East,3,5500.0,24,1,0.419,1,1
A02690,CU01968,2021-11-21,22,9900.0,Salaried,Own,South,11,4000.0,12,1,0.66,0,0
A02635,CU01926,2021-11-21,29,23900.0,Salaried,Mortgage,West,2,3700.0,12,3,0.377,0,0
A01662,CU01211,2021-11-21,41,29900.0,Salaried,Own,East,15,15600.0,24,0,0.807,0,0
A01009,CU00744,2021-11-23,54,49500.0,Salaried,Rent,South,4,29000.0,60,1,0.862,0,1
A01211,CU00886,2021-11-23,43,62300.0,Salaried,Rent,North,12,19400.0,12,3,0.585,1,1
A01716,CU01254,2021-11-23,43,13300.0,Salaried,Mortgage,South,5,2500.0,24,0,0.324,0,0
A01002,CU00740,2021-11-24,39,29800.0,Salaried,Rent,North,5,19300.0,36,0,0.82,0,0
A02730,CU02000,2021-11-25,44,76900.0,Salaried,Own,North,8,8700.0,24,0,0.225,0,0
A01340,CU00976,2021-11-26,34,25800.0,Salaried,Mortgage,South,9,11400.0,12,0,0.519,0,0
A02309,CU01690,2021-11-26,59,37200.0,Public sector,Own,East,1,28500.0,12,0,1.006,0,0
A01958,CU01433,2021-11-27,27,44000.0,Salaried,Rent,East,5,19900.0,12,0,0.478,0,0
A00026,CU00020,2021-11-27,50,66800.0,Salaried,Own,North,15,10000.0,12,0,0.265,0,0
A02953,CU02163,2021-11-27,27,47700.0,Unemployed,Rent,West,14,7700.0,60,0,0.291,0,0
A00406,CU00299,2021-11-27,47,54200.0,Salaried,Rent,South,5,28200.0,36,1,0.825,0,0
A01144,CU00841,2021-11-28,33,21200.0,Salaried,Mortgage,West,11,16700.0,60,0,1.106,1,1
A02398,CU01747,2021-11-28,52,46000.0,Salaried,Rent,West,5,9000.0,24,1,0.352,0,0
A02010,CU01472,2021-11-28,27,49100.0,Public sector,Mortgage,South,7,31400.0,12,1,0.763,0,0
A01821,CU01331,2021-11-28,57,17500.0,Salaried,Rent,West,6,2400.0,60,2,0.42,0,0
A01406,CU01025,2021-11-29,21,32700.0,Self-employed,Own,West,10,24100.0,60,2,1.015,0,0
A02036,CU01492,2021-11-29,47,14200.0,Salaried,Mortgage,West,10,2800.0,60,1,0.401,0,0
A01963,CU01437,2021-11-29,29,35800.0,Salaried,Mortgage,West,13,29500.0,36,1,1.099,0,0
A01852,CU01354,2021-11-29,41,54500.0,Salaried,Own,South,2,6300.0,12,1,0.355,1,0
A01015,CU00749,2021-11-29,42,31600.0,Salaried,Own,West,0,4600.0,12,3,0.387,1,1
A02017,CU01477,2021-11-29,40,24600.0,Salaried,Rent,South,16,14800.0,12,0,0.782,0,0
A01443,CU01050,2021-11-29,44,20500.0,Salaried,Rent,South,7,14800.0,12,2,1.029,1,1
A02266,CU01660,2021-11-29,55,44100.0,Self-employed,Own,South,15,28500.0,24,0,0.91,0,0
A02927,CU02144,2021-11-30,37,50000.0,Salaried,Rent,North,4,22600.0,24,1,0.63,0,0
A00461,CU00338,2021-11-30,21,40600.0,Salaried,Rent,West,6,8600.0,36,1,0.38,0,0
A02601,CU01897,2021-12-01,56,59000.0,Unemployed,Mortgage,West,14,47300.0,12,1,0.875,0,0
A00867,CU00626,2021-12-01,40,15000.0,Salaried,Own,West,16,8100.0,60,1,0.685,0,0
A02524,CU01839,2021-12-01,24,43500.0,Salaried,Mortgage,North,11,31900.0,36,0,0.915,0,0
A02193,CU01601,2021-12-02,38,31900.0,Public sector,Rent,West,17,17100.0,60,0,0.661,0,0
A02390,CU01743,2021-12-02,38,43100.0,Salaried,Rent,South,5,35600.0,12,1,1.065,1,1
A01532,CU01118,2021-12-02,26,26300.0,Public sector,Mortgage,West,10,19700.0,36,2,0.84,0,0
A01498,CU01090,2021-12-02,42,22600.0,Salaried,Rent,South,4,18900.0,24,1,0.981,0,0
A01030,CU00761,2021-12-02,26,28500.0,Self-employed,Own,East,5,21900.0,60,1,0.986,0,0
A02140,CU01566,2021-12-02,31,33600.0,Self-employed,Rent,East,8,13100.0,60,1,0.796,0,0
A01535,CU01120,2021-12-02,21,9000.0,Salaried,Rent,North,10,3600.0,12,1,0.546,0,0
A02521,CU01837,2021-12-04,49,17900.0,Public sector,Rent,West,11,9900.0,60,0,0.751,0,0
A00116,CU00081,2021-12-04,21,34900.0,Salaried,Own,East,2,7800.0,24,0,0.366,0,0
A02124,CU01554,2021-12-05,65,56800.0,Public sector,Mortgage,West,9,7700.0,24,1,0.311,0,0
A00562,CU00408,2021-12-05,58,23100.0,Salaried,Own,East,5,19900.0,60,0,1.165,0,0
A02522,CU01837,2021-12-07,49,17900.0,Public sector,Rent,West,11,11400.0,36,0,0.903,0,0
A01438,CU01045,2021-12-07,62,36600.0,Salaried,Rent,West,0,17700.0,24,0,0.661,0,0
A02820,CU02067,2021-12-08,35,13200.0,Self-employed,Own,East,8,1600.0,36,2,0.296,0,0
A01564,CU01141,2021-12-09,33,26200.0,Salaried,Rent,South,8,8300.0,12,0,0.581,0,0
A00961,CU00706,2021-12-09,40,10800.0,Salaried,Rent,West,0,3700.0,12,1,0.602,0,0
A00238,CU00175,2021-12-10,31,11500.0,Salaried,Rent,East,6,6800.0,60,2,0.852,0,0
A01751,CU01281,2021-12-10,40,35400.0,Salaried,Mortgage,East,10,12900.0,60,0,0.553,0,1
A02926,CU02143,2021-12-10,59,27000.0,Self-employed,Own,North,5,7800.0,36,0,0.566,0,0
A02826,CU02071,2021-12-10,59,74600.0,Salaried,Mortgage,South,4,26500.0,60,1,0.499,0,0
A02142,CU01568,2021-12-11,44,35400.0,Salaried,Mortgage,West,14,20100.0,36,0,0.806,0,0
A01895,CU01384,2021-12-12,59,18300.0,Salaried,Own,North,13,3000.0,12,2,0.26,0,0
A00043,CU00032,2021-12-12,32,23100.0,Salaried,Mortgage,West,13,15400.0,24,0,0.949,0,0
A00498,CU00364,2021-12-12,45,11800.0,Salaried,Own,South,0,7900.0,24,2,0.876,0,0
A00811,CU00579,2021-12-12,33,27500.0,Public sector,Rent,North,3,12800.0,36,0,0.708,0,0
A02723,CU01994,2021-12-13,21,22700.0,Unemployed,Rent,North,7,19600.0,36,1,1.024,1,1
A00965,CU00710,2021-12-13,48,28700.0,Salaried,Rent,North,7,5800.0,36,0,0.44,0,0
A02275,CU01667,2021-12-13,41,21000.0,Salaried,Mortgage,West,7,16000.0,24,1,1.066,0,0
A02768,CU02028,2021-12-14,42,88500.0,Salaried,Rent,East,8,48700.0,36,2,0.733,0,0
A01959,CU01434,2021-12-14,67,41600.0,Salaried,Mortgage,West,14,24300.0,60,0,0.669,0,0
A00121,CU00084,2021-12-14,39,49400.0,Public sector,Own,North,8,42000.0,36,0,1.026,0,0
A02339,CU01713,2021-12-15,50,43300.0,Salaried,Rent,North,11,36800.0,60,2,1.043,0,0
A00760,CU00542,2021-12-15,46,21600.0,Self-employed,Own,North,0,18600.0,60,2,1.057,1,1
A00294,CU00218,2021-12-16,29,116000.0,Self-employed,Own,South,6,27900.0,60,1,0.433,0,0
A02456,CU01794,2021-12-16,37,37800.0,Public sector,Own,West,0,10200.0,60,1,0.623,0,0
A02325,CU01701,2021-12-16,42,47800.0,Salaried,Own,East,4,39500.0,24,2,1.045,0,0
A02975,CU02179,2021-12-16,42,44300.0,Salaried,Mortgage,West,5,22000.0,12,0,0.657,0,0
A01292,CU00942,2021-12-17,39,58000.0,Salaried,Mortgage,West,5,12400.0,24,0,0.496,0,0
A02925,CU02143,2021-12-17,59,27000.0,Self-employed,Own,North,5,7600.0,60,0,0.575,0,0
A00489,CU00360,2021-12-18,21,66900.0,Self-employed,Mortgage,East,8,24500.0,36,0,0.349,0,0
A00086,CU00065,2021-12-18,42,47900.0,Salaried,Own,East,13,17300.0,36,0,0.51,0,0
A00711,CU00514,2021-12-18,64,27300.0,Salaried,Mortgage,West,0,15800.0,36,1,0.868,0,0
A00807,CU00576,2021-12-18,35,24800.0,Salaried,Mortgage,East,8,16800.0,24,2,0.775,1,1
A01085,CU00806,2021-12-18,42,29000.0,Self-employed,Rent,South,16,19100.0,60,0,0.736,0,0
A02714,CU01987,2021-12-19,33,24800.0,Public sector,Own,East,10,2500.0,12,0,0.261,0,0
A02906,CU02128,2021-12-19,46,33600.0,Public sector,Rent,West,12,12500.0,12,0,0.658,0,0
A02293,CU01680,2021-12-19,59,31500.0,Salaried,Own,East,7,20000.0,24,0,0.905,0,0
A00894,CU00651,2021-12-19,43,65100.0,Public sector,Mortgage,South,4,25100.0,36,0,0.516,0,0
A01594,CU01160,2021-12-19,52,41000.0,Salaried,Own,South,11,26200.0,24,1,0.774,0,0
A02542,CU01849,2021-12-19,35,37200.0,Salaried,Rent,South,0,14600.0,24,1,0.706,0,0
A00565,CU00411,2021-12-20,46,21300.0,Salaried,Own,West,11,13100.0,24,1,0.764,0,0
A00493,CU00362,2021-12-21,45,10900.0,Salaried,Rent,West,10,3600.0,24,1,0.569,0,0
A01791,CU01310,2021-12-22,38,67800.0,Public sector,Mortgage,East,4,25300.0,36,1,0.458,0,0
A02364,CU01728,2021-12-22,21,53200.0,Salaried,Rent,South,3,10700.0,12,1,0.397,0,0
A01068,CU00792,2021-12-22,36,58300.0,Salaried,Rent,West,5,21700.0,12,1,0.588,1,1
A00379,CU00279,2021-12-23,66,47800.0,Salaried,Mortgage,East,3,15200.0,24,1,0.258,0,0
A02735,CU02004,2021-12-24,24,30700.0,Public sector,Rent,South,15,22600.0,36,2,1.046,1,1
A02962,CU02171,2021-12-24,51,47700.0,Unemployed,Mortgage,North,5,11700.0,36,1,0.419,0,0
A02070,CU01514,2021-12-24,48,60900.0,Public sector,Own,North,12,51000.0,12,0,0.942,0,0
A01499,CU01091,2021-12-25,24,46700.0,Public sector,Rent,West,7,13300.0,12,0,0.472,0,0
A00765,CU00544,2021-12-25,44,35500.0,Unemployed,Own,West,2,23100.0,36,1,0.939,0,0
A00328,CU00240,2021-12-26,31,9900.0,Salaried,Rent,North,8,8200.0,24,1,1.199,1,1
A02201,CU01607,2021-12-26,32,62400.0,Public sector,Rent,South,9,35000.0,36,0,0.803,0,0
A00836,CU00599,2021-12-27,39,17600.0,Salaried,Own,West,4,13000.0,12,0,0.97,0,0
A00494,CU00363,2021-12-27,33,49700.0,Unemployed,Rent,South,12,16600.0,24,0,0.545,1,1
A02849,CU02086,2021-12-27,38,21300.0,Self-employed,Rent,East,22,8100.0,60,0,0.589,0,0
A02649,CU01935,2021-12-28,39,29200.0,Salaried,Rent,West,7,22700.0,12,0,0.95,1,1
A00624,CU00452,2021-12-28,33,37100.0,Public sector,Rent,North,12,18900.0,60,3,0.581,0,0
A01723,CU01261,2021-12-28,42,50500.0,Self-employed,Rent,West,10,40700.0,24,0,1.0,0,0
A00300,CU00222,2021-12-29,37,59900.0,Salaried,Mortgage,East,8,31200.0,36,0,0.762,0,0
A01407,CU01026,2021-12-29,41,144000.0,Public sector,Own,West,9,105800.0,36,0,0.853,0,0
A01509,CU01100,2021-12-29,38,43700.0,Salaried,Rent,North,11,18900.0,24,0,0.634,0,0
A01159,CU00851,2021-12-30,52,65600.0,Salaried,Rent,West,5,36600.0,36,3,0.746,0,0
A01147,CU00843,2021-12-31,33,19800.0,Salaried,Rent,East,0,4900.0,36,1,0.482,0,0
A00929,CU00681,2021-12-31,40,28300.0,Public sector,Own,West,13,18900.0,24,3,0.847,0,0
A00762,CU00543,2021-12-31,48,70200.0,Self-employed,Rent,South,8,38800.0,24,0,0.697,0,0
A01011,CU00746,2022-01-01,61,30900.0,Public sector,Own,West,7,15800.0,36,1,0.579,0,0
A02329,CU01704,2022-01-01,36,25800.0,Salaried,Own,North,17,11100.0,24,0,0.593,0,0
A00436,CU00321,2022-01-01,32,32200.0,Public sector,Mortgage,North,4,28600.0,36,0,0.987,0,0
A00928,CU00680,2022-01-02,26,53800.0,Public sector,Mortgage,North,7,38200.0,12,4,0.779,0,0
A01608,CU01172,2022-01-02,52,59900.0,Salaried,Own,South,6,24400.0,36,0,0.827,0,0
A00863,CU00623,2022-01-03,30,35600.0,Public sector,Mortgage,West,3,27700.0,24,3,1.07,1,1
A02166,CU01587,2022-01-04,54,40700.0,Salaried,Mortgage,South,6,25000.0,24,1,0.784,0,0
A02493,CU01815,2022-01-05,36,35300.0,Public sector,Mortgage,East,6,3900.0,24,1,0.306,0,0
A01916,CU01400,2022-01-05,44,88800.0,Salaried,Own,East,6,74200.0,36,0,0.941,0,0
A02127,CU01557,2022-01-05,43,31600.0,Salaried,Mortgage,West,1,16500.0,36,1,0.838,0,0
A02567,CU01868,2022-01-05,42,26900.0,Salaried,Mortgage,East,13,21300.0,60,1,0.933,0,0
A00384,CU00282,2022-01-05,41,40500.0,Unemployed,Own,East,5,20500.0,60,0,0.724,0,0
A00185,CU00130,2022-01-05,41,35000.0,Public sector,Rent,West,0,27200.0,12,1,1.069,1,1
A02210,CU01614,2022-01-06,32,18800.0,Salaried,Own,North,6,14600.0,12,1,0.987,0,0
A00904,CU00659,2022-01-06,30,50200.0,Public sector,Own,South,16,40900.0,12,0,1.099,0,0
A02030,CU01488,2022-01-07,54,18500.0,Self-employed,Rent,North,11,2900.0,36,1,0.422,0,0
A00856,CU00617,2022-01-08,40,27000.0,Salaried,Own,South,9,19800.0,24,1,1.039,0,0
A00333,CU00243,2022-01-08,38,74600.0,Self-employed,Rent,East,8,61800.0,36,2,1.077,0,0
A00350,CU00255,2022-01-08,34,15900.0,Salaried,Mortgage,South,4,4300.0,36,1,0.473,0,0
A01614,CU01177,2022-01-08,52,13400.0,Salaried,Rent,South,15,12000.0,12,2,1.037,1,1
A01245,CU00909,2022-01-09,58,32700.0,Salaried,Rent,East,4,22600.0,24,0,0.882,0,0
A00843,CU00606,2022-01-09,51,42600.0,Self-employed,Mortgage,West,17,11900.0,12,1,0.581,0,0
