respondent_id,age,gender,region,education,income,work_hours,stress_score,job_satisfaction,q1,q2,q3,q4,q5
R0320,18,Female,South,PhD,26270.0,40.3,41.7,4,5,5.0,5,5.0,5
R0321,52,Male,Center,Bachelor,22590.0,39.3,36.8,3,3,2.0,4,4.0,3
R0322,42,Male,Center,Master,36230.0,65.3,44.0,1,3,3.0,1,2.0,2
R0323,19,Female,East,Bachelor,,41.7,28.3,3,1,3.0,1,3.0,1
R0324,33,Male,North,Bachelor,20820.0,40.1,29.2,4,5,4.0,4,3.0,5
R0325,27,Male,East,Secondary,10080.0,50.9,46.0,3,3,3.0,2,3.0,3
R0326,27,Prefer not to say,South,Bachelor,17340.0,32.2,,4,4,5.0,4,2.0,4
R0327,52,Female,East,Secondary,9220.0,27.2,23.6,3,4,3.0,3,1.0,3
R0328,24,Male,North,PhD,20140.0,52.6,39.5,3,2,3.0,1,4.0,4
R0329,18,Prefer not to say,Center,Secondary,13530.0,31.1,32.9,4,2,4.0,3,3.0,2
R0330,55,Male,North,Master,16290.0,49.1,31.0,3,3,,2,2.0,2
R0331,45,Female,East,Bachelor,,51.6,36.3,3,1,5.0,4,4.0,4
R0332,40,Male,West,Bachelor,27560.0,42.0,45.2,3,3,2.0,2,2.0,2
R0333,36,Prefer not to say,North,Secondary,13390.0,53.2,54.6,2,2,2.0,1,1.0,2
R0334,49,Male,South,PhD,26650.0,-99.0,36.9,5,4,5.0,5,4.0,4
R0335,45,Male,West,Master,,36.5,20.7,3,2,4.0,2,3.0,4
R0336,38,Female,South,Bachelor,24250.0,42.9,47.1,3,3,3.0,4,4.0,4
R0337,32,Male,East,Secondary,25330.0,42.3,34.7,3,2,3.0,3,4.0,4
R0338,54,Female,South,Bachelor,36090.0,37.4,19.5,5,5,5.0,4,4.0,5
R0339,59,Male,Center,Master,18920.0,54.0,34.4,5,5,5.0,4,,4
R0340,46,Female,Center,Bachelor,17810.0,34.2,35.5,4,5,3.0,3,3.0,4
R0341,75,Male,North,Bachelor,,46.1,26.0,4,4,5.0,2,4.0,4
R0342,43,Male,East,Bachelor,19540.0,56.6,40.5,4,5,3.0,3,4.0,5
R0343,42,Male,West,Bachelor,12210.0,51.9,40.3,5,5,5.0,5,4.0,5
R0344,60,Male,North,Bachelor,,53.7,24.6,5,5,5.0,5,5.0,5
R0345,44,Female,South,Master,,55.3,49.7,3,3,2.0,3,3.0,2
R0346,43,Male,Center,Primary,19010.0,43.7,34.3,4,4,4.0,5,5.0,3
R0347,35,Male,West,Secondary,,48.7,37.5,4,4,4.0,4,4.0,4
R0348,46,Female,East,Master,,46.8,42.5,3,4,4.0,2,4.0,2
R0349,18,Female,West,Bachelor,,23.3,,5,4,5.0,5,5.0,4
R0350,30,Prefer not to say,South,Secondary,17220.0,43.3,40.5,3,3,3.0,2,2.0,2
R0351,26,Male,West,Bachelor,18330.0,26.3,29.3,3,3,5.0,3,2.0,1
R0352,18,Male,North,Bachelor,10210.0,32.4,32.9,3,3,4.0,2,3.0,2
R0353,54,Female,East,Master,49420.0,45.3,31.8,4,4,3.0,4,4.0,4
R0354,36,Prefer not to say,Center,Bachelor,17420.0,51.3,45.2,3,5,3.0,2,5.0,4
R0355,28,Female,North,Master,27610.0,36.1,,3,3,3.0,3,3.0,3
R0356,45,Male,West,Secondary,26820.0,25.6,26.7,3,2,3.0,2,1.0,4
R0357,24,Male,South,Master,19980.0,37.3,37.9,3,2,3.0,3,2.0,3
R0358,52,Female,West,Secondary,35390.0,30.2,34.2,4,4,3.0,5,4.0,5
R0359,59,Female,East,Secondary,10420.0,42.9,45.4,3,3,4.0,3,2.0,2
R0360,21,Male,South,Master,31880.0,34.6,25.0,5,5,5.0,5,4.0,5
R0361,56,Male,North,Master,18800.0,47.7,28.1,4,3,3.0,2,5.0,5
R0362,43,Male,East,Master,35450.0,54.2,43.7,4,5,4.0,4,4.0,2
R0363,55,Male,South,Secondary,14550.0,44.2,39.4,4,4,5.0,3,3.0,4
R0364,43,Female,North,Bachelor,19290.0,43.9,37.8,3,2,3.0,4,4.0,3
R0365,29,Female,North,Secondary,21080.0,51.4,46.5,3,4,3.0,2,4.0,2
R0366,19,Female,South,Secondary,19600.0,45.0,35.3,5,5,4.0,5,5.0,4
R0367,25,Male,South,Bachelor,,48.1,45.5,4,3,5.0,5,4.0,5
R0368,33,Female,North,Master,,49.3,36.5,4,4,,5,3.0,3
R0369,54,Female,South,Secondary,14640.0,22.8,18.9,5,5,5.0,5,5.0,5
R0370,48,Female,South,Secondary,17360.0,36.6,32.1,4,4,4.0,4,3.0,3
R0371,44,Female,West,Bachelor,29720.0,55.0,30.7,5,5,5.0,5,4.0,4
R0372,59,Female,West,Secondary,22900.0,35.1,36.8,4,5,4.0,4,4.0,5
R0373,18,Male,East,Master,16150.0,51.0,,3,3,2.0,1,3.0,4
R0374,25,Female,East,Master,23560.0,41.4,,3,3,4.0,3,3.0,5
R0375,25,Female,North,Primary,16780.0,40.3,,5,5,5.0,5,5.0,5
R0376,41,Female,North,Bachelor,29540.0,32.2,27.8,4,3,5.0,4,5.0,4
R0377,18,Male,East,PhD,,40.3,,4,3,3.0,5,4.0,5
R0378,32,Male,East,Primary,10410.0,39.8,28.9,4,3,3.0,5,,3
R0379,58,Female,East,Secondary,21040.0,43.3,40.4,4,5,4.0,4,5.0,5
R0380,53,Male,North,Secondary,23970.0,32.4,34.3,3,4,3.0,3,,4
R0381,60,Male,South,Secondary,13480.0,29.5,40.2,2,1,1.0,3,1.0,3
R0382,33,Female,West,PhD,22960.0,52.8,35.4,4,3,4.0,3,5.0,5
R0383,26,Female,West,Bachelor,16250.0,48.6,41.1,3,4,5.0,3,2.0,4
R0384,44,Male,North,Secondary,12190.0,47.1,30.6,4,3,5.0,4,,2
R0385,28,Male,East,Secondary,9610.0,52.8,40.4,3,3,3.0,4,4.0,3
R0386,39,Male,North,Secondary,27310.0,49.8,36.3,4,5,4.0,4,,5
R0387,38,Female,North,Secondary,10270.0,47.2,23.2,5,5,,4,5.0,5
R0388,47,Male,South,Secondary,27470.0,47.6,50.2,3,2,4.0,5,3.0,2
R0389,59,Female,West,Master,38730.0,46.1,,5,5,4.0,4,5.0,5
R0390,58,Female,East,Bachelor,19040.0,44.5,31.8,4,4,3.0,4,3.0,3
R0391,52,Female,South,Secondary,26160.0,46.4,40.1,3,4,3.0,1,5.0,2
R0392,37,Female,Center,Secondary,13480.0,48.7,34.2,4,5,,5,,4
R0393,49,Male,Center,Secondary,17080.0,55.4,43.4,3,2,3.0,3,3.0,3
R0394,35,Prefer not to say,East,Bachelor,16640.0,47.1,35.2,4,5,4.0,4,5.0,4
R0395,28,Male,East,PhD,,52.3,40.5,2,3,2.0,5,3.0,3
R0396,20,Female,East,Secondary,20700.0,50.8,44.8,3,2,,4,4.0,3
R0397,33,Male,East,Bachelor,21010.0,46.2,49.5,2,2,1.0,3,2.0,1
R0398,47,Male,South,Master,33640.0,41.5,32.3,5,5,5.0,5,5.0,5
R0399,49,Male,North,Secondary,21560.0,41.1,30.1,3,5,4.0,3,3.0,2
R0400,41,Male,West,Bachelor,,44.1,36.1,3,1,3.0,3,3.0,3
R0401,48,Female,East,Bachelor,15950.0,40.6,39.8,2,2,2.0,1,2.0,2
R0402,33,Female,Center,Secondary,20150.0,35.6,32.6,3,2,3.0,3,2.0,2
R0403,62,Female,East,PhD,,55.5,49.3,3,1,3.0,2,3.0,2
R0404,42,Female,North,Secondary,14480.0,52.8,35.4,4,4,4.0,5,3.0,5
R0405,36,Male,East,Primary,14300.0,33.8,30.6,4,4,2.0,4,5.0,3
R0406,49,Female,West,Master,50270.0,60.6,35.1,4,2,5.0,4,5.0,3
R0407,38,Male,Center,Primary,30660.0,29.3,23.5,3,4,3.0,4,,3
R0408,45,Female,South,Bachelor,38810.0,47.7,39.5,4,5,3.0,5,4.0,5
R0409,60,Male,West,Secondary,,45.6,36.6,4,4,4.0,5,5.0,4
R0410,30,Female,Center,Secondary,19310.0,36.5,40.2,2,3,2.0,1,2.0,3
R0411,37,Female,Center,Primary,15800.0,48.5,45.2,3,2,4.0,1,4.0,3
R0412,38,Male,Center,Bachelor,32900.0,43.9,34.9,4,3,5.0,4,4.0,4
R0413,41,Female,West,Secondary,,42.6,43.9,4,5,3.0,5,3.0,5
R0414,65,Male,West,Master,26480.0,38.6,35.5,3,2,4.0,4,3.0,2
R0415,52,Female,East,Bachelor,,28.6,27.6,4,3,4.0,4,3.0,4
R0416,58,Female,East,Secondary,24410.0,34.2,20.6,4,3,4.0,4,5.0,4
R0417,18,Female,East,Bachelor,12680.0,51.9,,4,4,4.0,5,4.0,4
R0418,47,Male,West,Secondary,,30.7,30.0,4,5,4.0,3,5.0,4
R0419,44,Female,Center,Secondary,17960.0,37.8,28.9,5,5,5.0,5,4.0,4
R0420,48,Male,North,Bachelor,17790.0,40.1,37.6,3,3,3.0,2,3.0,3
R0421,41,Female,Center,Bachelor,,34.2,28.6,4,2,4.0,5,4.0,5
R0422,32,Male,Center,Master,20430.0,44.6,37.9,3,4,4.0,3,4.0,3
R0423,50,Female,North,Secondary,14450.0,42.5,37.6,1,2,1.0,1,1.0,1
R0424,38,Male,East,Bachelor,,44.4,37.6,3,2,3.0,3,2.0,2
R0425,41,Male,South,Secondary,11600.0,48.7,31.9,4,4,3.0,4,4.0,5
R0426,33,Male,North,Secondary,16990.0,45.4,35.2,3,3,4.0,3,2.0,4
R0427,38,Male,Center,Bachelor,32350.0,58.5,41.3,3,4,2.0,3,2.0,3
R0428,48,Female,South,Secondary,23050.0,53.2,34.0,3,3,2.0,4,3.0,3
R0429,52,Male,East,Bachelor,16590.0,46.1,35.6,4,3,2.0,4,4.0,4
R0430,40,Male,East,Secondary,15090.0,44.6,35.3,3,3,2.0,4,3.0,3
R0431,42,Female,West,Bachelor,17470.0,43.5,29.5,5,5,4.0,5,5.0,5
R0432,38,Male,North,Secondary,23900.0,46.8,47.7,2,3,1.0,5,1.0,3
R0433,52,Male,North,Secondary,13280.0,39.6,32.7,3,3,3.0,3,5.0,4
R0434,35,Female,North,Primary,32430.0,41.5,35.8,3,1,4.0,3,3.0,3
R0435,37,Male,East,Bachelor,18800.0,51.5,37.2,4,2,3.0,4,4.0,5
R0436,42,Male,East,Master,25270.0,-99.0,45.7,2,2,2.0,3,2.0,2
R0437,35,Female,East,PhD,,55.2,39.9,4,3,4.0,5,5.0,3
R0438,45,Male,West,Secondary,20770.0,40.2,32.3,3,3,2.0,3,4.0,4
R0439,62,Female,West,Secondary,19090.0,43.4,30.6,5,5,5.0,4,4.0,4
R0440,41,Male,East,Bachelor,17540.0,35.4,40.8,4,5,5.0,4,4.0,4
R0441,60,Female,West,Bachelor,14440.0,31.2,25.7,4,4,5.0,4,5.0,3
R0442,53,Female,Center,Secondary,33960.0,43.1,33.5,4,4,3.0,5,5.0,4
R0443,43,Male,North,Bachelor,,55.4,39.4,3,3,1.0,3,5.0,3
R0444,50,Female,West,Bachelor,,26.9,30.4,3,3,4.0,4,3.0,3
R0445,60,Male,West,Primary,14420.0,32.4,29.0,4,3,5.0,4,3.0,4
R0446,30,Female,Center,Bachelor,25480.0,51.8,,3,4,3.0,2,3.0,3
R0447,50,Female,South,Bachelor,22890.0,48.2,33.2,3,3,2.0,3,3.0,4
R0448,57,Female,East,Bachelor,,47.5,39.3,3,3,3.0,3,2.0,4
R0449,31,Female,East,Bachelor,13040.0,46.0,33.0,5,5,4.0,4,5.0,5
R0450,59,Male,East,Secondary,,52.4,32.6,4,2,5.0,5,4.0,4
R0451,50,Female,Center,Bachelor,13390.0,41.9,23.8,4,4,4.0,5,5.0,4
R0452,30,Female,West,Secondary,15330.0,41.7,33.9,4,3,5.0,2,4.0,4
R0453,47,Female,Center,Bachelor,11740.0,40.2,29.5,4,5,5.0,4,4.0,4
R0454,22,Male,South,Bachelor,20390.0,35.7,48.2,3,3,3.0,4,2.0,3
R0455,25,Male,North,Secondary,17920.0,56.9,36.6,3,4,3.0,4,2.0,3
R0456,21,Male,South,Bachelor,17290.0,39.8,31.0,4,3,4.0,2,,3
R0457,44,Female,Center,Secondary,22070.0,31.1,26.0,5,5,5.0,5,4.0,5
R0458,36,Female,West,Master,33090.0,50.6,42.8,3,3,,3,2.0,2
R0459,31,Female,West,Secondary,11010.0,26.3,39.8,3,5,2.0,3,4.0,2
R0460,34,Female,North,Bachelor,17030.0,45.3,42.7,2,4,3.0,1,2.0,2
R0461,39,Female,East,Master,17560.0,-99.0,35.0,2,1,1.0,3,1.0,2
R0462,36,Male,West,Master,36110.0,45.3,49.5,2,3,1.0,2,2.0,1
R0463,34,Male,Center,Bachelor,9660.0,45.3,41.6,3,3,5.0,4,3.0,4
R0464,43,Male,North,Primary,9960.0,28.8,33.6,2,3,2.0,2,3.0,2
R0465,28,Male,North,Primary,9980.0,44.3,40.8,4,4,3.0,3,4.0,5
R0466,33,Male,East,PhD,23930.0,53.6,37.2,4,4,4.0,4,5.0,5
R0467,56,Prefer not to say,West,Master,,49.5,24.9,4,4,3.0,4,4.0,5
R0468,45,Female,South,Bachelor,15230.0,33.9,30.9,3,3,2.0,4,3.0,2
R0469,18,Male,South,Secondary,12850.0,52.9,38.0,4,4,2.0,3,,5
R0470,61,Male,North,Bachelor,26290.0,43.4,,4,4,4.0,5,4.0,4
R0471,29,Female,West,Bachelor,23860.0,55.0,,4,5,4.0,4,4.0,4
R0472,62,Male,East,Master,,48.2,34.1,3,4,5.0,5,2.0,3
R0473,42,Male,Center,Master,27990.0,56.4,40.2,4,4,4.0,2,4.0,4
R0474,53,Male,West,Bachelor,24310.0,49.5,46.5,2,2,2.0,2,2.0,3
R0475,18,Male,South,Primary,12970.0,33.3,37.3,4,5,4.0,5,3.0,4
R0476,30,Male,North,Bachelor,,52.8,40.0,3,4,2.0,4,3.0,3
R0477,32,Female,East,Bachelor,10890.0,39.6,30.4,3,1,3.0,4,3.0,1
R0478,33,Male,West,Bachelor,21230.0,-99.0,32.3,4,5,4.0,4,4.0,3
R0479,30,Male,South,Secondary,15120.0,34.3,28.0,5,5,5.0,4,5.0,5
R0480,32,Female,West,Master,21370.0,-99.0,43.3,2,2,3.0,3,3.0,2
R0481,39,Male,East,Bachelor,25040.0,46.5,39.7,3,3,3.0,3,2.0,4
R0482,32,Male,North,Secondary,22860.0,44.3,39.0,3,5,3.0,3,3.0,3
R0483,38,Female,Center,Secondary,28120.0,28.1,34.6,4,5,2.0,5,5.0,2
R0484,44,Female,Center,Secondary,19860.0,56.2,42.4,4,5,2.0,4,3.0,4
R0485,18,Male,South,Primary,11650.0,44.4,43.5,4,3,3.0,3,5.0,5
R0486,37,Female,South,Master,26960.0,48.9,36.8,4,3,2.0,3,5.0,4
R0487,27,Female,East,Secondary,9460.0,-99.0,47.2,3,4,2.0,2,3.0,3
R0488,39,Male,North,Primary,12910.0,37.4,33.9,4,5,4.0,5,5.0,4
R0489,48,Male,East,Master,18470.0,49.5,38.2,3,3,3.0,2,4.0,3
R0490,22,Female,East,Secondary,30710.0,52.1,57.0,3,3,2.0,2,4.0,3
R0491,35,Female,West,Bachelor,28060.0,34.9,,5,5,5.0,4,5.0,4
R0492,52,Male,West,Secondary,22560.0,44.6,45.2,5,5,5.0,4,4.0,4
R0493,54,Female,East,Bachelor,39580.0,42.6,34.7,2,2,3.0,2,2.0,1
R0494,33,Male,North,Primary,21670.0,43.3,48.5,4,2,4.0,5,3.0,3
R0495,52,Female,South,Primary,18890.0,30.9,30.6,4,2,3.0,4,5.0,4
R0496,44,Male,South,PhD,46030.0,47.1,30.1,4,4,4.0,5,4.0,4
R0497,41,Male,North,Bachelor,24860.0,49.0,38.9,4,4,3.0,3,4.0,5
R0498,34,Male,South,Master,37080.0,56.6,,4,5,4.0,4,5.0,4
R0499,44,Male,North,PhD,28760.0,50.5,42.7,4,5,2.0,4,4.0,4
R0500,49,Male,South,Bachelor,,56.7,46.4,3,4,4.0,5,5.0,4
R0501,31,Prefer not to say,North,Bachelor,,43.6,37.8,4,3,4.0,4,4.0,5
R0502,46,Male,East,Primary,21330.0,43.2,32.2,4,4,4.0,4,4.0,5
R0503,25,Female,West,Bachelor,14340.0,36.1,,5,5,4.0,4,5.0,5
R0504,25,Male,West,Secondary,17230.0,45.7,,3,3,2.0,3,2.0,3
R0505,47,Female,Center,Primary,12340.0,36.2,27.7,4,5,4.0,3,5.0,4
R0506,37,Male,West,PhD,30290.0,56.4,38.2,4,5,5.0,5,4.0,4
R0507,30,Male,North,Bachelor,10090.0,32.9,24.1,4,4,4.0,3,3.0,3
R0508,45,Female,East,Primary,7110.0,24.3,33.4,3,2,,1,3.0,1
R0509,49,Male,West,Secondary,16330.0,28.6,,5,4,3.0,5,5.0,5
R0510,41,Male,South,PhD,30910.0,55.4,47.9,3,2,2.0,3,2.0,3
R0511,59,Male,East,Master,20790.0,43.7,39.7,2,4,2.0,1,1.0,3
R0512,31,Male,North,Secondary,35070.0,43.2,41.6,4,3,2.0,5,3.0,4
R0513,32,Female,East,Master,16010.0,44.9,32.3,4,4,4.0,4,4.0,4
R0514,52,Male,North,Secondary,13610.0,49.6,32.9,3,4,2.0,1,2.0,3
R0515,27,Male,West,Master,21390.0,36.0,,4,3,5.0,4,3.0,5
R0516,49,Female,East,Secondary,,36.7,34.5,3,4,2.0,3,3.0,4
R0517,19,Male,South,Secondary,15880.0,40.5,33.3,4,5,3.0,3,5.0,4
R0518,27,Female,South,Primary,8910.0,45.9,32.5,3,3,2.0,2,3.0,3
R0519,38,Female,North,Bachelor,26890.0,40.8,41.3,4,4,5.0,4,4.0,2
R0520,35,Female,North,PhD,17430.0,50.9,49.8,3,4,5.0,2,3.0,3
R0521,60,Prefer not to say,North,Bachelor,19610.0,50.7,38.1,3,3,4.0,3,2.0,3
R0522,28,Prefer not to say,North,Bachelor,16570.0,45.9,29.9,4,4,4.0,5,,3
R0523,40,Female,Center,Bachelor,,41.7,30.2,3,3,3.0,3,4.0,4
R0524,42,Female,East,Secondary,20390.0,45.1,49.5,4,4,4.0,4,3.0,3
R0525,39,Female,South,Bachelor,20590.0,42.7,34.8,5,5,5.0,5,5.0,5
R0526,55,Male,South,Primary,,30.9,31.1,3,4,2.0,1,3.0,3
R0527,33,Female,North,PhD,18760.0,45.3,45.4,3,3,3.0,5,4.0,3
R0528,33,Female,East,Secondary,14380.0,33.2,29.0,4,3,4.0,5,3.0,4
R0529,27,Female,West,Master,20690.0,54.2,,3,3,,3,3.0,3
R0530,51,Male,Center,Secondary,,38.6,34.8,3,3,1.0,3,,3
R0531,43,Male,East,Secondary,,28.1,16.3,5,5,5.0,5,4.0,5
R0532,44,Male,North,Bachelor,25840.0,47.2,31.6,5,4,5.0,5,5.0,5
R0533,43,Female,South,PhD,,60.4,50.5,4,3,5.0,3,5.0,2
R0534,26,Male,Center,Bachelor,28070.0,37.0,39.6,2,1,3.0,1,1.0,2
R0535,46,Female,North,Bachelor,23970.0,49.1,31.1,4,4,4.0,5,2.0,3
R0536,44,Female,North,Secondary,9770.0,30.7,30.9,3,2,3.0,3,3.0,4
R0537,59,Male,Center,Bachelor,21340.0,41.1,25.4,4,5,4.0,5,3.0,4
R0538,46,Male,Center,Bachelor,40140.0,43.6,23.3,5,5,3.0,3,5.0,5
R0539,30,Female,South,Bachelor,,43.3,33.1,4,5,4.0,5,3.0,3
R0540,36,Male,Center,Bachelor,,48.9,36.1,5,4,5.0,5,5.0,5
R0541,63,Female,West,Secondary,,45.2,28.5,4,3,,2,3.0,2
R0542,25,Female,East,Primary,11640.0,46.9,37.9,5,5,4.0,5,5.0,5
R0543,23,Female,West,Master,,51.3,,3,2,4.0,3,5.0,3
R0544,43,Male,North,Master,21820.0,50.7,41.3,4,5,4.0,3,3.0,5
R0545,59,Male,Center,Bachelor,,39.5,33.9,4,3,5.0,5,,4
R0546,41,Male,South,Primary,15510.0,37.3,29.0,4,3,5.0,4,2.0,3
R0547,25,Female,South,Secondary,11360.0,35.1,29.2,4,2,,5,2.0,4
R0548,68,Male,East,Secondary,19800.0,46.4,26.0,4,5,3.0,4,5.0,4
R0549,30,Female,South,Master,18010.0,51.2,34.8,3,4,3.0,4,2.0,3
R0550,51,Male,North,Bachelor,14680.0,46.3,33.8,3,2,2.0,3,4.0,4
R0551,59,Male,West,Primary,22970.0,42.5,22.4,4,5,3.0,4,4.0,3
R0552,41,Male,West,Secondary,26390.0,29.7,34.3,2,1,2.0,2,2.0,3
R0553,48,Female,Center,Secondary,,46.6,34.4,3,3,3.0,4,3.0,2
R0554,59,Female,South,Master,26340.0,42.1,37.2,3,4,3.0,3,3.0,2
R0555,24,Female,Center,Primary,18110.0,45.2,,4,5,4.0,5,4.0,3
R0556,50,Female,West,Bachelor,,43.8,29.5,5,5,5.0,5,3.0,5
R0557,55,Female,West,Primary,8390.0,45.3,31.5,3,4,3.0,4,2.0,3
R0558,56,Female,West,Primary,12140.0,39.1,40.6,5,3,5.0,5,5.0,5
R0559,35,Female,North,Secondary,12210.0,45.3,33.5,3,4,4.0,3,5.0,4
R0560,46,Male,West,Secondary,,38.9,34.8,4,5,3.0,5,3.0,4
R0561,33,Female,North,Secondary,19780.0,51.6,48.4,4,5,5.0,3,5.0,3
R0562,32,Male,South,Master,,40.1,31.7,3,4,4.0,4,3.0,2
R0563,28,Female,East,Bachelor,17580.0,38.5,,4,4,3.0,5,4.0,5
R0564,48,Male,Center,Primary,13290.0,32.5,23.8,5,4,5.0,4,5.0,5
R0565,43,Male,North,Bachelor,15000.0,47.7,39.2,3,3,2.0,2,3.0,3
R0566,55,Male,North,Bachelor,,42.6,36.1,4,5,4.0,4,4.0,5
R0567,18,Male,East,Secondary,9080.0,40.7,37.2,4,5,3.0,3,5.0,3
R0568,29,Female,North,Secondary,19950.0,47.7,,4,2,4.0,3,4.0,5
R0569,44,Female,West,Master,28340.0,47.1,35.6,3,1,4.0,4,3.0,3
R0570,62,Female,West,Master,,53.0,45.1,3,3,4.0,3,4.0,4
R0571,31,Male,West,Bachelor,,42.3,36.6,4,4,2.0,5,4.0,4
R0572,18,Male,Center,Secondary,,51.1,43.0,2,1,2.0,2,1.0,2
R0573,33,Male,Center,Secondary,21770.0,40.6,37.8,3,4,2.0,2,3.0,2
R0574,39,Female,East,Secondary,22530.0,41.5,34.9,3,3,4.0,4,3.0,2
R0575,51,Male,North,Master,27050.0,60.0,32.8,4,5,3.0,5,5.0,2
R0576,55,Male,North,PhD,,42.2,33.8,4,4,3.0,4,5.0,5
R0577,50,Female,East,Master,32370.0,48.4,47.5,4,3,5.0,4,4.0,3
R0578,39,Female,North,Secondary,16020.0,32.1,26.6,5,3,4.0,4,5.0,5
R0579,67,Female,Center,Bachelor,27980.0,43.9,,5,4,4.0,3,5.0,3
R0580,32,Female,West,Bachelor,22720.0,37.1,24.7,4,4,3.0,4,5.0,4
R0581,41,Female,South,Bachelor,17660.0,52.5,36.8,4,4,4.0,4,4.0,5
R0582,48,Male,Center,Secondary,26930.0,43.6,34.9,3,4,2.0,4,3.0,3
R0583,34,Prefer not to say,East,Secondary,,38.2,42.7,3,2,2.0,3,2.0,5
R0584,38,Female,East,Primary,9940.0,38.8,31.9,5,4,5.0,5,5.0,5
R0585,49,Male,East,Bachelor,18930.0,39.2,34.0,4,5,5.0,4,4.0,5
R0586,29,Male,Center,Secondary,14850.0,48.2,,4,5,4.0,4,4.0,3
R0587,38,Female,East,Bachelor,,42.1,,4,2,3.0,5,3.0,5
R0588,39,Male,North,Bachelor,,46.9,38.6,3,1,4.0,2,3.0,3
R0589,70,Male,East,Bachelor,,46.0,40.6,5,4,4.0,5,4.0,5
R0590,51,Female,North,Primary,15880.0,42.9,34.1,5,4,4.0,4,5.0,5
R0591,32,Prefer not to say,Center,Secondary,24000.0,55.3,41.3,3,4,2.0,3,3.0,3
R0592,51,Female,Center,Master,38150.0,41.6,26.9,5,5,5.0,5,5.0,5
R0593,27,Male,North,Bachelor,16640.0,45.0,,3,3,3.0,4,3.0,3
R0594,46,Female,West,Master,,34.9,31.5,3,2,2.0,3,5.0,1
R0595,20,Female,South,Master,,47.3,33.9,4,5,4.0,4,3.0,3
R0596,50,Female,Center,Bachelor,,42.2,30.3,5,4,5.0,5,4.0,5
R0597,39,Male,North,Secondary,13730.0,51.3,45.9,3,4,3.0,4,2.0,2
R0598,24,Male,North,Primary,27510.0,43.7,,2,1,2.0,1,1.0,1
R0599,46,Male,West,Secondary,17850.0,36.5,36.8,4,4,4.0,5,,3
R0600,52,Female,Center,Primary,,34.4,39.6,4,4,2.0,3,2.0,4
R0601,46,Female,South,PhD,16080.0,55.4,39.3,4,4,5.0,5,5.0,5
R0602,43,Female,West,Secondary,,38.4,44.6,4,5,2.0,5,4.0,4
R0603,24,Male,North,Bachelor,19850.0,39.8,43.5,3,2,4.0,5,4.0,2
R0604,51,Male,East,Secondary,10690.0,41.5,28.4,3,3,2.0,2,3.0,3
R0605,18,Male,West,Secondary,15390.0,45.5,33.5,5,4,5.0,5,5.0,5
R0606,34,Female,East,PhD,,46.1,31.8,3,4,4.0,1,4.0,3
R0607,66,Female,East,Secondary,28780.0,42.4,24.6,5,5,5.0,5,4.0,3
R0608,23,Female,Center,Bachelor,,41.0,31.3,4,4,3.0,3,3.0,4
R0609,18,Female,North,Bachelor,17880.0,34.3,44.5,3,2,3.0,3,3.0,2
R0610,29,Female,North,Secondary,26560.0,30.9,15.4,5,5,5.0,4,5.0,4
R0611,46,Male,West,Bachelor,12450.0,32.8,35.0,3,4,2.0,2,3.0,4
R0612,40,Female,South,Secondary,8570.0,36.3,32.7,3,1,4.0,3,3.0,3
R0613,54,Male,North,Secondary,28720.0,43.0,42.6,3,3,3.0,2,1.0,3
R0614,42,Male,South,Bachelor,12610.0,46.6,29.6,5,5,5.0,4,5.0,5
R0615,28,Male,East,Bachelor,17620.0,42.4,29.9,3,3,3.0,2,5.0,3
R0616,53,Male,West,Bachelor,45130.0,57.9,43.6,3,3,3.0,4,3.0,4
R0617,34,Female,South,Bachelor,,40.3,26.2,3,4,2.0,3,3.0,4
R0618,49,Female,North,Bachelor,,48.9,30.5,5,5,3.0,4,4.0,5
R0619,59,Male,Center,Master,,40.4,36.7,4,5,5.0,2,3.0,5
R0620,47,Female,North,Bachelor,33690.0,40.5,39.3,5,4,5.0,5,5.0,5
R0621,57,Female,West,Secondary,15440.0,44.6,37.6,3,2,3.0,3,4.0,3
R0622,26,Female,North,Bachelor,20460.0,38.8,36.5,4,5,4.0,3,5.0,3
R0623,36,Female,Center,Bachelor,,33.9,19.1,4,3,,3,3.0,4
R0624,43,Female,Center,Master,28380.0,33.2,24.4,4,5,4.0,4,4.0,3
R0625,26,Male,West,Secondary,14200.0,30.8,40.2,4,4,4.0,4,3.0,2
R0626,58,Male,Center,Master,22870.0,51.8,36.9,4,5,5.0,4,3.0,3
R0627,57,Male,North,Primary,10310.0,39.8,33.2,3,4,,2,2.0,4
R0628,47,Female,East,PhD,,43.6,,4,5,4.0,4,3.0,4
R0629,49,Male,Center,Bachelor,20610.0,39.9,31.3,5,5,4.0,5,5.0,5
R0630,40,Male,Center,Primary,,30.2,28.7,2,3,3.0,1,3.0,2
R0631,28,Male,North,Primary,16010.0,36.4,39.0,4,3,5.0,4,3.0,4
R0632,33,Male,Center,Master,10870.0,44.2,34.3,5,4,4.0,5,4.0,4
R0633,38,Prefer not to say,West,Secondary,21150.0,46.2,35.6,5,5,,5,,4
R0634,44,Male,East,Secondary,16410.0,64.0,59.9,2,2,2.0,2,1.0,1
R0635,40,Male,South,Bachelor,27760.0,45.9,44.4,4,2,,4,4.0,3
R0636,45,Female,West,Bachelor,15400.0,39.2,43.1,4,3,5.0,2,4.0,4
R0637,24,Female,North,Secondary,20220.0,45.5,47.6,3,3,5.0,3,3.0,3
